threshold;total_number_messages_human;total_number_messages_robot;firefighter_decisions;firefighter_danger;firefighter_danger_rate;total_allocations_human;total_allocations_robot;total_allocations;total_interventions;disagreement_rate;sensitivity;decision;world_nr;tick_nr
4.2;2;4;0;0;0;0;0;0;0;0;;;1;87
4.2;2;4;0;0;0;0;0;0;0;0;;;1;88
4.2;2;4;0;0;0;0;0;0;0;0;;;1;89
4.2;2;6;0;0;0;1;0;1;0;0.0;4.2;;1;90
4.2;2;6;0;0;0;1;0;1;0;0.0;4.2;;1;91
4.2;2;6;0;0;0;1;0;1;0;0.0;4.2;;1;92
4.2;2;6;0;0;0;1;0;1;0;0.0;4.2;;1;93
4.2;2;6;0;0;0;1;0;1;0;0.0;4.2;;1;94
4.2;2;6;0;0;0;1;0;1;0;0.0;4.2;;1;95
4.2;2;6;0;0;0;1;0;1;0;0.0;4.2;;1;96
4.2;2;6;0;0;0;1;0;1;0;0.0;4.2;;1;97
4.2;2;6;0;0;0;1;0;1;0;0.0;4.2;;1;98
4.2;2;6;0;0;0;1;0;1;0;0.0;4.2;;1;99
4.2;2;6;0;0;0;1;0;1;0;0.0;4.2;;1;100
4.2;2;6;0;0;0;1;0;1;0;0.0;4.2;;1;101
4.2;3;6;0;0;0;1;0;1;0;0.0;4.2;;1;102
4.2;3;6;0;0;0;1;0;1;0;0.0;4.2;;1;103
4.2;3;6;0;0;0;1;0;1;0;0.0;4.2;;1;104
4.2;3;7;0;0;0;1;0;1;0;0.0;4.2;;1;105
4.2;3;7;0;0;0;1;0;1;0;0.0;4.2;;1;106
4.2;3;7;0;0;0;1;0;1;0;0.0;4.2;;1;107
4.2;3;8;0;0;0;1;0;1;0;0.0;4.2;;1;108
4.2;3;8;0;0;0;1;0;1;0;0.0;4.2;;1;109
4.2;3;8;0;0;0;1;0;1;0;0.0;4.2;;1;110
4.2;3;8;0;0;0;1;0;1;0;0.0;4.2;;1;111
4.2;3;8;0;0;0;1;0;1;0;0.0;4.2;;1;112
4.2;3;8;0;0;0;1;0;1;0;0.0;4.2;;1;113
4.2;3;8;0;0;0;1;0;1;0;0.0;4.2;;1;114
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;115
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;116
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;117
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;118
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;119
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;120
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;121
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;122
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;123
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;124
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;125
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;126
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;127
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;128
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;129
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;130
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;131
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;132
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;133
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;134
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;135
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;136
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;137
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;138
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;139
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;140
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;141
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;142
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;143
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;144
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;145
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;146
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;147
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;148
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;149
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;150
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;151
4.2;4;8;0;0;0;1;0;1;0;0.0;4.2;;1;152
4.2;4;9;0;0;0;1;0;1;0;0.0;4.2;;1;153
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;154
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;155
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;156
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;157
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;158
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;159
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;160
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;161
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;162
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;163
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;164
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;165
4.2;4;10;0;0;0;1;0;1;0;0.0;4.2;;1;166
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;167
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;168
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;169
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;170
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;171
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;172
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;173
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;174
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;175
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;176
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;177
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;178
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;179
4.2;4;11;0;0;0;1;0;1;0;0.0;4.2;;1;180
4.2;4;12;0;0;0;1;0;1;0;0.0;4.2;;1;181
4.2;4;12;0;0;0;1;0;1;0;0.0;4.2;;1;182
4.2;4;12;0;0;0;1;0;1;0;0.0;4.2;;1;183
4.2;4;12;0;0;0;1;0;1;0;0.0;4.2;;1;184
4.2;4;12;0;0;0;1;0;1;0;0.0;4.2;;1;185
4.2;4;13;0;0;0;1;0;1;0;0.0;4.2;;1;186
4.2;4;13;0;0;0;1;0;1;0;0.0;4.2;;1;187
4.2;4;13;0;0;0;1;0;1;0;0.0;4.2;;1;188
4.2;4;13;0;0;0;1;0;1;0;0.0;4.2;;1;189
4.2;4;13;0;0;0;1;0;1;0;0.0;4.2;;1;190
4.2;4;13;0;0;0;1;0;1;0;0.0;4.2;;1;191
4.2;4;13;0;0;0;1;0;1;0;0.0;4.2;;1;192
4.2;4;13;0;0;0;1;0;1;0;0.0;4.2;;1;193
4.2;4;13;0;0;0;1;0;1;0;0.0;4.2;;1;194
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;195
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;196
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;197
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;198
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;199
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;200
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;201
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;202
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;203
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;204
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;205
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;206
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;207
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;208
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;209
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;210
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;211
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;212
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;213
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;214
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;215
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;216
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;217
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;218
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;219
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;220
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;221
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;222
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;223
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;224
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;225
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;226
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;227
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;228
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;229
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;230
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;231
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;232
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;233
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;234
4.2;5;13;0;0;0;1;0;1;0;0.0;4.2;;1;235
4.2;5;14;0;0;0;1;1;2;0;0.0;3.9;;1;236
4.2;5;14;0;0;0;1;1;2;0;0.0;3.9;;1;237
4.2;6;14;0;0;0;1;1;2;0;0.0;3.9;;1;238
4.2;6;14;0;0;0;1;1;2;0;0.0;3.9;;1;239
4.2;6;14;0;0;0;1;1;2;0;0.0;3.9;;1;240
4.2;6;14;0;0;0;1;1;2;0;0.0;3.9;;1;241
4.2;6;14;0;0;0;1;1;2;0;0.0;3.9;;1;242
4.2;6;14;0;0;0;1;1;2;0;0.0;3.9;;1;243
4.2;6;14;0;0;0;1;1;2;0;0.0;3.9;;1;244
4.2;6;14;0;0;0;1;1;2;0;0.0;3.9;;1;245
4.2;6;14;0;0;0;1;1;2;0;0.0;3.9;;1;246
4.2;6;14;0;0;0;1;1;2;0;0.0;3.9;;1;247
4.2;6;14;0;0;0;1;1;2;0;0.0;3.9;;1;248
4.2;6;14;0;0;0;1;1;2;0;0.0;3.9;;1;249
4.2;6;15;0;0;0;1;1;2;0;0.0;3.9;;1;250
4.2;6;15;0;0;0;1;1;2;0;0.0;3.9;;1;251
4.2;6;15;0;0;0;1;1;2;0;0.0;3.9;;1;252
4.2;6;16;0;0;0;1;1;2;0;0.0;3.9;;1;253
4.2;6;16;0;0;0;1;1;2;0;0.0;3.9;;1;254
4.2;6;16;0;0;0;1;1;2;0;0.0;3.9;;1;255
4.2;6;16;0;0;0;1;1;2;0;0.0;3.9;;1;256
4.2;6;16;0;0;0;1;1;2;0;0.0;3.9;;1;257
4.2;6;16;0;0;0;1;1;2;0;0.0;3.9;;1;258
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;259
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;260
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;261
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;262
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;263
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;264
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;265
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;266
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;267
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;268
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;269
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;270
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;271
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;272
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;273
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;274
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;275
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;276
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;277
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;278
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;279
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;280
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;281
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;282
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;283
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;284
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;285
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;286
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;287
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;288
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;289
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;290
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;291
4.2;7;16;0;0;0;1;1;2;0;0.0;3.9;;1;292
4.2;7;17;0;0;0;1;1;2;0;0.0;3.9;;1;293
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;294
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;295
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;296
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;297
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;298
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;299
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;300
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;301
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;302
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;303
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;304
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;305
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;306
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;307
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;308
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;309
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;310
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;311
4.2;7;18;0;0;0;1;1;2;0;0.0;3.9;;1;312
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;313
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;314
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;315
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;316
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;317
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;318
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;319
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;320
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;321
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;322
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;323
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;324
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;325
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;326
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;327
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;328
4.2;7;19;0;0;0;1;1;2;0;0.0;3.9;;1;329
4.2;7;20;0;0;0;1;1;2;0;0.0;3.9;;1;330
4.2;7;20;0;0;0;1;1;2;0;0.0;3.9;;1;331
4.2;7;20;0;0;0;1;1;2;0;0.0;3.9;;1;332
4.2;7;21;0;0;0;1;1;2;0;0.0;3.9;;1;333
4.2;7;21;0;0;0;1;1;2;0;0.0;3.9;;1;334
4.2;7;21;0;0;0;1;1;2;0;0.0;3.9;;1;335
4.2;7;21;0;0;0;1;1;2;0;0.0;3.9;;1;336
4.2;7;21;0;0;0;1;1;2;0;0.0;3.9;;1;337
4.2;7;21;0;0;0;1;1;2;0;0.0;3.9;;1;338
4.2;7;21;0;0;0;1;1;2;0;0.0;3.9;;1;339
4.2;7;21;0;0;0;1;1;2;0;0.0;3.9;;1;340
4.2;7;21;0;0;0;1;1;2;0;0.0;3.9;;1;341
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;342
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;343
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;344
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;345
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;346
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;347
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;348
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;349
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;350
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;351
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;352
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;353
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;354
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;355
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;356
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;357
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;358
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;359
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;360
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;361
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;362
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;363
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;364
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;365
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;366
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;367
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;368
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;369
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;370
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;371
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;372
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;373
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;374
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;375
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;376
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;377
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;378
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;379
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;380
4.2;8;21;0;0;0;1;1;2;0;0.0;3.9;;1;381
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;382
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;383
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;384
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;385
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;386
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;387
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;388
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;389
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;390
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;391
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;392
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;393
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;394
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;395
4.2;8;23;0;0;0;2;1;3;0;0.0;4.5;;1;396
4.2;8;24;0;0;0;2;1;3;0;0.0;4.5;;1;397
4.2;8;24;0;0;0;2;1;3;0;0.0;4.5;;1;398
4.2;8;24;0;0;0;2;1;3;0;0.0;4.5;;1;399
4.2;8;25;0;0;0;2;1;3;0;0.0;4.5;;1;400
4.2;8;25;0;0;0;2;1;3;0;0.0;4.5;;1;401
4.2;8;25;0;0;0;2;1;3;0;0.0;4.5;;1;402
4.2;8;25;0;0;0;2;1;3;0;0.0;4.5;;1;403
4.2;8;25;0;0;0;2;1;3;0;0.0;4.5;;1;404
4.2;8;25;0;0;0;2;1;3;0;0.0;4.5;;1;405
