threshold;total_number_messages_human;total_number_messages_robot;firefighter_decisions;firefighter_danger;firefighter_danger_rate;total_allocations_human;total_allocations_robot;total_allocations;total_interventions;disagreement_rate;correct_behavior_rate;incorrect_behavior_rate;incorrect_intervention_rate;correct_intervention_rate;sensitivity;decision;CRR_ND_self;FR_ND_self;FRR_MD_self;FR_ND_robot;CRR_ND_robot;CR_MD_self;CRR_MD_robot;FR_MD_robot;world_nr;tick_nr
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;65
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;66
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;67
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;68
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;69
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;70
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;71
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;72
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;73
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;74
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;75
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;76
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;77
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;78
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;79
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;80
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;81
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;82
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;83
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;84
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;85
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;86
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;87
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;88
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;89
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;90
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;91
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;92
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;93
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;94
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;95
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;96
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;97
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;98
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;99
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;100
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;101
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;102
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;103
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;104
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;105
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;106
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;107
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;108
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;109
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;110
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;111
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;112
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;113
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;114
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;115
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;116
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;117
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;118
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;119
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;120
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;121
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;122
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;123
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;124
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;125
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;126
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;127
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;128
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;129
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;130
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;131
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;132
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;133
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;134
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;135
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;136
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;137
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;138
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;139
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;140
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;141
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;142
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;143
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;144
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;145
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;146
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;147
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;148
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;149
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;150
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;151
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;152
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;153
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;154
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;155
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;156
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;157
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;158
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;159
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;160
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;161
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;162
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;163
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;164
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;165
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;166
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;167
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;168
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;169
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;170
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;171
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;172
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;173
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;174
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;175
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;176
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;177
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;178
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;179
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;180
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;181
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;182
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;183
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;184
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;185
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;186
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;187
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;188
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;189
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;190
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;191
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;192
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;193
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;194
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;195
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;196
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;197
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;198
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;199
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;200
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;201
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;202
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;203
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;204
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;205
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;206
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;207
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;208
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;209
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;210
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;211
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;212
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;213
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;214
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;215
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;216
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;217
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;218
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;219
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;220
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;221
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;222
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;223
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;224
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;225
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;226
5.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;0;0;0;1;227
